COIN|DENOMINATION|YEAR|ADDITIONAL_INFO|IS_GOLD|IS_SILVER
Liberty Seated|Half Dime|1837|Variety 1 - No Stars on Obverse|0|1

Liberty Seated|Half Dime|1838|Variety 1 - No Stars on Obverse|0|1

Liberty Seated|Half Dime|1838|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1839|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1840|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1841|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1842|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1843|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1844|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1845|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1846|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1847|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1848|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1849|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1850|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1851|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1852|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1853|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Half Dime|1853|Variety 3 - Arrows at Date|0|1

Liberty Seated|Half Dime|1854|Variety 3 - Arrows at Date|0|1

Liberty Seated|Half Dime|1855|Variety 3 - Arrows at Date|0|1

Liberty Seated|Half Dime|1856|Variety 2 Resumed, with Weight Standard of 1853|0|1

Liberty Seated|Half Dime|1857|Variety 2 Resumed, with Weight Standard of 1853|0|1

Liberty Seated|Half Dime|1858|Variety 2 Resumed, with Weight Standard of 1853|0|1

Liberty Seated|Half Dime|1859|Variety 2 Resumed, with Weight Standard of 1853|0|1

Liberty Seated|Half Dime|1860|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1861|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1862|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1863|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1864|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1865|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1866|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1867|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1868|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1869|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1870|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1871|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1872|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Half Dime|1873|Variety 4 - Legend on Obverse|0|1

Draped Bust|Dime|1796|Small Eagle Reverse|0|1

Draped Bust|Dime|1797|Small Eagle Reverse|0|1

Draped Bust|Dime|1798|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1800|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1801|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1802|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1803|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1804|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1805|Heraldic Eagle Reverse|0|1

Draped Bust|Dime|1807|Heraldic Eagle Reverse|0|1

Capped Bust|Dime|1809|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1811|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1814|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1820|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1821|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1822|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1823|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1824|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1825|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1827|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1828|Variety 1 - Wide Border|0|1

Capped Bust|Dime|1828|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1829|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1830|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1831|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1832|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1833|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1834|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1835|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1836|Variety 2 - Modified Design|0|1

Capped Bust|Dime|1837|Variety 2 - Modified Design|0|1

Liberty Seated|Dime|1837|Variety 1 - No Stars on Obverse|0|1

Liberty Seated|Dime|1838|Variety 1 - No Stars on Obverse|0|1

Liberty Seated|Dime|1838|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1839|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1840|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1841|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1842|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1843|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1844|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1845|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1846|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1847|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1848|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1849|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1850|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1851|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1852|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1853|Variety 2 - Stars on Obverse|0|1

Liberty Seated|Dime|1853|Variety 3 - Arrows at Date|0|1

Liberty Seated|Dime|1854|Variety 3 - Arrows at Date|0|1

Liberty Seated|Dime|1855|Variety 3 - Arrows at Date|0|1

Liberty Seated|Dime|1856|Variety 2 Resumed, With Weight Standard of Variety 3|0|1

Liberty Seated|Dime|1857|Variety 2 Resumed, With Weight Standard of Variety 3|0|1

Liberty Seated|Dime|1858|Variety 2 Resumed, With Weight Standard of Variety 3|0|1

Liberty Seated|Dime|1859|Variety 2 Resumed, With Weight Standard of Variety 3|0|1

Liberty Seated|Dime|1860|Variety 2 Resumed, With Weight Standard of Variety 3|0|1

Liberty Seated|Dime|1860|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1861|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1862|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1863|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1864|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1865|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1866|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1867|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1868|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1869|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1870|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1871|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1872|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1873|Variety 4 - Legend on Obverse|0|1

Liberty Seated|Dime|1873|Variety 5 - Arrows at Date|0|1

Liberty Seated|Dime|1874|Variety 5 - Arrows at Date|0|1

Liberty Seated|Dime|1875|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1876|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1877|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1878|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1879|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1880|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1881|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1882|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1883|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1884|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1885|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1886|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1887|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1888|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1889|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1890|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Dime|1891|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Barber or Liberty Head|Dime|1892||0|1

Barber or Liberty Head|Dime|1893||0|1

Barber or Liberty Head|Dime|1894||0|1

Barber or Liberty Head|Dime|1895||0|1

Barber or Liberty Head|Dime|1896||0|1

Barber or Liberty Head|Dime|1897||0|1

Barber or Liberty Head|Dime|1898||0|1

Barber or Liberty Head|Dime|1899||0|1

Barber or Liberty Head|Dime|1900||0|1

Barber or Liberty Head|Dime|1901||0|1

Barber or Liberty Head|Dime|1902||0|1

Barber or Liberty Head|Dime|1903||0|1

Barber or Liberty Head|Dime|1904||0|1

Barber or Liberty Head|Dime|1905||0|1

Barber or Liberty Head|Dime|1906||0|1

Barber or Liberty Head|Dime|1907||0|1

Barber or Liberty Head|Dime|1908||0|1

Barber or Liberty Head|Dime|1909||0|1

Barber or Liberty Head|Dime|1910||0|1

Barber or Liberty Head|Dime|1911||0|1

Barber or Liberty Head|Dime|1912||0|1

Barber or Liberty Head|Dime|1913||0|1

Barber or Liberty Head|Dime|1914||0|1

Barber or Liberty Head|Dime|1915||0|1

Barber or Liberty Head|Dime|1916||0|1

Winged Liberty Head or Mercury|Dime|1916||0|1

Winged Liberty Head or Mercury|Dime|1917||0|1

Winged Liberty Head or Mercury|Dime|1918||0|1

Winged Liberty Head or Mercury|Dime|1919||0|1

Winged Liberty Head or Mercury|Dime|1920||0|1

Winged Liberty Head or Mercury|Dime|1921||0|1

Winged Liberty Head or Mercury|Dime|1923||0|1

Winged Liberty Head or Mercury|Dime|1924||0|1

Winged Liberty Head or Mercury|Dime|1925||0|1

Winged Liberty Head or Mercury|Dime|1926||0|1

Winged Liberty Head or Mercury|Dime|1927||0|1

Winged Liberty Head or Mercury|Dime|1928||0|1

Winged Liberty Head or Mercury|Dime|1929||0|1

Winged Liberty Head or Mercury|Dime|1930||0|1

Winged Liberty Head or Mercury|Dime|1931||0|1

Winged Liberty Head or Mercury|Dime|1934||0|1

Winged Liberty Head or Mercury|Dime|1935||0|1

Winged Liberty Head or Mercury|Dime|1936||0|1

Winged Liberty Head or Mercury|Dime|1937||0|1

Winged Liberty Head or Mercury|Dime|1938||0|1

Winged Liberty Head or Mercury|Dime|1939||0|1

Winged Liberty Head or Mercury|Dime|1940||0|1

Winged Liberty Head or Mercury|Dime|1941||0|1

Winged Liberty Head or Mercury|Dime|1942||0|1

Winged Liberty Head or Mercury|Dime|1943||0|1

Winged Liberty Head or Mercury|Dime|1944||0|1

Winged Liberty Head or Mercury|Dime|1945||0|1

Roosevelt|Dime|1946|Silver Coinage|0|1

Roosevelt|Dime|1947|Silver Coinage|0|1

Roosevelt|Dime|1948|Silver Coinage|0|1

Roosevelt|Dime|1949|Silver Coinage|0|1

Roosevelt|Dime|1950|Silver Coinage|0|1

Roosevelt|Dime|1951|Silver Coinage|0|1

Roosevelt|Dime|1952|Silver Coinage|0|1

Roosevelt|Dime|1953|Silver Coinage|0|1

Roosevelt|Dime|1954|Silver Coinage|0|1

Roosevelt|Dime|1955|Silver Coinage|0|1

Roosevelt|Dime|1956|Silver Coinage|0|1

Roosevelt|Dime|1957|Silver Coinage|0|1

Roosevelt|Dime|1958|Silver Coinage|0|1

Roosevelt|Dime|1959|Silver Coinage|0|1

Roosevelt|Dime|1960|Silver Coinage|0|1

Roosevelt|Dime|1961|Silver Coinage|0|1

Roosevelt|Dime|1962|Silver Coinage|0|1

Roosevelt|Dime|1963|Silver Coinage|0|1

Roosevelt|Dime|1964|Silver Coinage|0|1

Roosevelt|Dime|1965|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1966|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1967|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1968|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1969|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1970|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1971|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1972|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1973|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1974|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1975|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1976|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1977|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1978|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1979|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1980|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1981|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1982|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1983|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1984|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1985|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1986|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1987|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1988|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1989|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1990|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1991|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1992|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1993|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1994|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1995|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1996|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1997|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1998|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|1999|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2000|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2001|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2002|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2003|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2004|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2005|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2006|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2007|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2008|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2009|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2010|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2011|Clad Coinage and Silver Proofs|0|0

Roosevelt|Dime|2012|Clad Coinage and Silver Proofs|0|0

Liberty Seated|Twenty-Cent Piece|1875||0|1

Liberty Seated|Twenty-Cent Piece|1876||0|1

Liberty Seated|Twenty-Cent Piece|1877||0|1

Liberty Seated|Twenty-Cent Piece|1878||0|1

Draped Bust|Quarter|1796|Small Eagle Reverse|0|1

Draped Bust|Quarter|1804|Heraldic Eagle Reverse|0|1

Draped Bust|Quarter|1805|Heraldic Eagle Reverse|0|1

Draped Bust|Quarter|1806|Heraldic Eagle Reverse|0|1

Draped Bust|Quarter|1807|Heraldic Eagle Reverse|0|1

Capped Bust|Quarter|1815|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1818|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1819|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1820|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1821|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1822|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1823|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1824|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1825|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1827|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1828|Variety 1 - Large Diameter|0|1

Capped Bust|Quarter|1831|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1832|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1833|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1834|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1835|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1836|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1837|Variety 2 - Reduced Diameter - Motto Removed|0|1

Capped Bust|Quarter|1838|Variety 2 - Reduced Diameter - Motto Removed|0|1

Liberty Seated|Quarter|1838|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1839|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1840|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1841|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1842|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1843|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1844|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1845|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1846|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1847|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1848|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1849|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1850|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1851|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1852|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1853|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Quarter|1853|Variety 2 - Arrows at Date, Rays Around Eagle|0|1

Liberty Seated|Quarter|1854|Variety 3 - Arrows at Date, No Rays|0|1

Liberty Seated|Quarter|1855|Variety 3 - Arrows at Date, No Rays|0|1

Liberty Seated|Quarter|1856|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1857|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1858|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1859|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1860|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1861|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1862|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1863|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1864|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1865|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Quarter|1866|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1867|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1868|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1869|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1870|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1871|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1872|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1873|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Quarter|1873|Variety 5 - Arrows at Date|0|1

Liberty Seated|Quarter|1874|Variety 5 - Arrows at Date|0|1

Liberty Seated|Quarter|1875|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1876|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1877|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1878|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1879|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1880|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1881|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1882|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1883|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1884|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1885|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1886|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1887|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1888|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1889|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1890|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Quarter|1891|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Barber or Liberty Head|Quarter|1892||0|1

Barber or Liberty Head|Quarter|1893||0|1

Barber or Liberty Head|Quarter|1894||0|1

Barber or Liberty Head|Quarter|1895||0|1

Barber or Liberty Head|Quarter|1896||0|1

Barber or Liberty Head|Quarter|1897||0|1

Barber or Liberty Head|Quarter|1898||0|1

Barber or Liberty Head|Quarter|1899||0|1

Barber or Liberty Head|Quarter|1900||0|1

Barber or Liberty Head|Quarter|1901||0|1

Barber or Liberty Head|Quarter|1902||0|1

Barber or Liberty Head|Quarter|1903||0|1

Barber or Liberty Head|Quarter|1904||0|1

Barber or Liberty Head|Quarter|1905||0|1

Barber or Liberty Head|Quarter|1906||0|1

Barber or Liberty Head|Quarter|1907||0|1

Barber or Liberty Head|Quarter|1908||0|1

Barber or Liberty Head|Quarter|1909||0|1

Barber or Liberty Head|Quarter|1910||0|1

Barber or Liberty Head|Quarter|1911||0|1

Barber or Liberty Head|Quarter|1912||0|1

Barber or Liberty Head|Quarter|1913||0|1

Barber or Liberty Head|Quarter|1914||0|1

Barber or Liberty Head|Quarter|1915||0|1

Barber or Liberty Head|Quarter|1916||0|1

Standing Liberty|Quarter|1916|Variety 1 - No Stars Below Eagle|0|1

Standing Liberty|Quarter|1917|Variety 1 - No Stars Below Eagle|0|1

Standing Liberty|Quarter|1917|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1918|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1919|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1920|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1921|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1922|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1923|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1924|Variety 2 - Stars Below Eagle - Pedestal Date|0|1

Standing Liberty|Quarter|1925|Variety 2 - Stars Below Eagle - Recessed Date|0|1

Standing Liberty|Quarter|1926|Variety 2 - Stars Below Eagle - Recessed Date|0|1

Standing Liberty|Quarter|1927|Variety 2 - Stars Below Eagle - Recessed Date|0|1

Standing Liberty|Quarter|1928|Variety 2 - Stars Below Eagle - Recessed Date|0|1

Standing Liberty|Quarter|1929|Variety 2 - Stars Below Eagle - Recessed Date|0|1

Standing Liberty|Quarter|1930|Variety 2 - Stars Below Eagle - Recessed Date|0|1

Washington|Quarter|1932|Silver Coinage|0|1

Washington|Quarter|1933|Silver Coinage|0|1

Washington|Quarter|1934|Silver Coinage|0|1

Washington|Quarter|1935|Silver Coinage|0|1

Washington|Quarter|1936|Silver Coinage|0|1

Washington|Quarter|1937|Silver Coinage|0|1

Washington|Quarter|1938|Silver Coinage|0|1

Washington|Quarter|1939|Silver Coinage|0|1

Washington|Quarter|1940|Silver Coinage|0|1

Washington|Quarter|1941|Silver Coinage|0|1

Washington|Quarter|1942|Silver Coinage|0|1

Washington|Quarter|1943|Silver Coinage|0|1

Washington|Quarter|1944|Silver Coinage|0|1

Washington|Quarter|1945|Silver Coinage|0|1

Washington|Quarter|1946|Silver Coinage|0|1

Washington|Quarter|1947|Silver Coinage|0|1

Washington|Quarter|1948|Silver Coinage|0|1

Washington|Quarter|1949|Silver Coinage|0|1

Washington|Quarter|1950|Silver Coinage|0|1

Washington|Quarter|1951|Silver Coinage|0|1

Washington|Quarter|1952|Silver Coinage|0|1

Washington|Quarter|1953|Silver Coinage|0|1

Washington|Quarter|1954|Silver Coinage|0|1

Washington|Quarter|1955|Silver Coinage|0|1

Washington|Quarter|1956|Silver Coinage|0|1

Washington|Quarter|1957|Silver Coinage|0|1

Washington|Quarter|1958|Silver Coinage|0|1

Washington|Quarter|1959|Silver Coinage|0|1

Washington|Quarter|1960|Silver Coinage|0|1

Washington|Quarter|1961|Silver Coinage|0|1

Washington|Quarter|1962|Silver Coinage|0|1

Washington|Quarter|1963|Silver Coinage|0|1

Washington|Quarter|1964|Silver Coinage|0|1

Washington|Quarter|1965|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1966|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1967|Clad Coinage and Silver Proofs|0|0

