COIN|DENOMINATION|YEAR|ADDITIONAL_INFO|IS_GOLD|IS_SILVER
Indian Princess Head, Small Head|Gold Dollar|1854||1|0

Indian Princess Head, Small Head|Gold Dollar|1855||1|0

Indian Princess Head, Small Head|Gold Dollar|1856||1|0

Indian Princess Head, Large Head|Gold Dollar|1856||1|0

Indian Princess Head, Large Head|Gold Dollar|1857||1|0

Indian Princess Head, Large Head|Gold Dollar|1858||1|0

Indian Princess Head, Large Head|Gold Dollar|1859||1|0

Indian Princess Head, Large Head|Gold Dollar|1860||1|0

Indian Princess Head, Large Head|Gold Dollar|1861||1|0

Indian Princess Head, Large Head|Gold Dollar|1862||1|0

Indian Princess Head, Large Head|Gold Dollar|1863||1|0

Indian Princess Head, Large Head|Gold Dollar|1864||1|0

Indian Princess Head, Large Head|Gold Dollar|1865||1|0

Indian Princess Head, Large Head|Gold Dollar|1866||1|0

Indian Princess Head, Large Head|Gold Dollar|1867||1|0

Indian Princess Head, Large Head|Gold Dollar|1868||1|0

Indian Princess Head, Large Head|Gold Dollar|1869||1|0

Indian Princess Head, Large Head|Gold Dollar|1870||1|0

Indian Princess Head, Large Head|Gold Dollar|1871||1|0

Indian Princess Head, Large Head|Gold Dollar|1872||1|0

Indian Princess Head, Large Head|Gold Dollar|1873||1|0

Indian Princess Head, Large Head|Gold Dollar|1874||1|0

Indian Princess Head, Large Head|Gold Dollar|1875||1|0

Indian Princess Head, Large Head|Gold Dollar|1876||1|0

Indian Princess Head, Large Head|Gold Dollar|1877||1|0

Indian Princess Head, Large Head|Gold Dollar|1878||1|0

Indian Princess Head, Large Head|Gold Dollar|1879||1|0

Indian Princess Head, Large Head|Gold Dollar|1880||1|0

Indian Princess Head, Large Head|Gold Dollar|1881||1|0

Indian Princess Head, Large Head|Gold Dollar|1882||1|0

Indian Princess Head, Large Head|Gold Dollar|1883||1|0

Indian Princess Head, Large Head|Gold Dollar|1884||1|0

Indian Princess Head, Large Head|Gold Dollar|1885||1|0

Indian Princess Head, Large Head|Gold Dollar|1886||1|0

Indian Princess Head, Large Head|Gold Dollar|1887||1|0

Indian Princess Head, Large Head|Gold Dollar|1888||1|0

Indian Princess Head, Large Head|Gold Dollar|1889||1|0

Capped Bust To Right|Quarter Eagle|1796||1|0

Capped Bust To Right|Quarter Eagle|1797||1|0

Capped Bust To Right|Quarter Eagle|1798||1|0

Capped Bust To Right|Quarter Eagle|1802||1|0

Capped Bust To Right|Quarter Eagle|1804||1|0

Capped Bust To Right|Quarter Eagle|1805||1|0

Capped Bust To Right|Quarter Eagle|1806||1|0

Capped Bust To Right|Quarter Eagle|1807||1|0

Capped Bust To Left - Large Size|Quarter Eagle|1808||1|0

Capped Bust To Left|Quarter Eagle|1821||1|0

Capped Bust To Left|Quarter Eagle|1824||1|0

Capped Bust To Left|Quarter Eagle|1825||1|0

Capped Bust To Left|Quarter Eagle|1826||1|0

Capped Bust To Left|Quarter Eagle|1827||1|0

Capped Bust To Left|Quarter Eagle|1829||1|0

Capped Bust To Left|Quarter Eagle|1830||1|0

Capped Bust To Left|Quarter Eagle|1831||1|0

Capped Bust To Left|Quarter Eagle|1832||1|0

Capped Bust To Left|Quarter Eagle|1833||1|0

Capped Bust To Left|Quarter Eagle|1834||1|0

Classic Head - No Motto On Reverse|Quarter Eagle|1834||1|0

Classic Head - No Motto On Reverse|Quarter Eagle|1835||1|0

Classic Head - No Motto On Reverse|Quarter Eagle|1836||1|0

Classic Head - No Motto On Reverse|Quarter Eagle|1837||1|0

Classic Head - No Motto On Reverse|Quarter Eagle|1838||1|0

Classic Head - No Motto On Reverse|Quarter Eagle|1839||1|0

Liberty Head|Quarter Eagle|1840||1|0

Liberty Head|Quarter Eagle|1841||1|0

Liberty Head|Quarter Eagle|1842||1|0

Liberty Head|Quarter Eagle|1843||1|0

Liberty Head|Quarter Eagle|1844||1|0

Liberty Head|Quarter Eagle|1845||1|0

Liberty Head|Quarter Eagle|1846||1|0

Liberty Head|Quarter Eagle|1847||1|0

Liberty Head|Quarter Eagle|1848||1|0

Liberty Head|Quarter Eagle|1849||1|0

Liberty Head|Quarter Eagle|1850||1|0

Liberty Head|Quarter Eagle|1851||1|0

Liberty Head|Quarter Eagle|1852||1|0

Liberty Head|Quarter Eagle|1853||1|0

Liberty Head|Quarter Eagle|1854||1|0

Liberty Head|Quarter Eagle|1855||1|0

Liberty Head|Quarter Eagle|1856||1|0

Liberty Head|Quarter Eagle|1857||1|0

Liberty Head|Quarter Eagle|1858||1|0

Liberty Head|Quarter Eagle|1859||1|0

Liberty Head|Quarter Eagle|1860||1|0

Liberty Head|Quarter Eagle|1861||1|0

Liberty Head|Quarter Eagle|1862||1|0

Liberty Head|Quarter Eagle|1863||1|0

Liberty Head|Quarter Eagle|1864||1|0

Liberty Head|Quarter Eagle|1865||1|0

Liberty Head|Quarter Eagle|1866||1|0

Liberty Head|Quarter Eagle|1867||1|0

Liberty Head|Quarter Eagle|1868||1|0

Liberty Head|Quarter Eagle|1869||1|0

Liberty Head|Quarter Eagle|1870||1|0

Liberty Head|Quarter Eagle|1871||1|0

Liberty Head|Quarter Eagle|1872||1|0

Liberty Head|Quarter Eagle|1873||1|0

Liberty Head|Quarter Eagle|1874||1|0

Liberty Head|Quarter Eagle|1875||1|0

Liberty Head|Quarter Eagle|1876||1|0

Liberty Head|Quarter Eagle|1877||1|0

Liberty Head|Quarter Eagle|1878||1|0

Liberty Head|Quarter Eagle|1879||1|0

Liberty Head|Quarter Eagle|1880||1|0

Liberty Head|Quarter Eagle|1881||1|0

Liberty Head|Quarter Eagle|1882||1|0

Liberty Head|Quarter Eagle|1883||1|0

Liberty Head|Quarter Eagle|1884||1|0

Liberty Head|Quarter Eagle|1885||1|0

Liberty Head|Quarter Eagle|1886||1|0

Liberty Head|Quarter Eagle|1887||1|0

Liberty Head|Quarter Eagle|1888||1|0

Liberty Head|Quarter Eagle|1889||1|0

Liberty Head|Quarter Eagle|1890||1|0

Liberty Head|Quarter Eagle|1891||1|0

Liberty Head|Quarter Eagle|1892||1|0

Liberty Head|Quarter Eagle|1893||1|0

Liberty Head|Quarter Eagle|1894||1|0

Liberty Head|Quarter Eagle|1895||1|0

Liberty Head|Quarter Eagle|1896||1|0

Liberty Head|Quarter Eagle|1897||1|0

Liberty Head|Quarter Eagle|1898||1|0

Liberty Head|Quarter Eagle|1899||1|0

Liberty Head|Quarter Eagle|1900||1|0

Liberty Head|Quarter Eagle|1901||1|0

Liberty Head|Quarter Eagle|1902||1|0

Liberty Head|Quarter Eagle|1903||1|0

Liberty Head|Quarter Eagle|1904||1|0

Liberty Head|Quarter Eagle|1905||1|0

Liberty Head|Quarter Eagle|1906||1|0

Liberty Head|Quarter Eagle|1907||1|0

CAL. Gold Quarter Eagle|Quarter Eagle|1848||1|0

Indian Head|Quarter Eagle|1908||1|0

Indian Head|Quarter Eagle|1909||1|0

Indian Head|Quarter Eagle|1910||1|0

Indian Head|Quarter Eagle|1911||1|0

Indian Head|Quarter Eagle|1912||1|0

Indian Head|Quarter Eagle|1913||1|0

Indian Head|Quarter Eagle|1914||1|0

Indian Head|Quarter Eagle|1915||1|0

Indian Head|Quarter Eagle|1925||1|0

Indian Head|Quarter Eagle|1926||1|0

Indian Head|Quarter Eagle|1927||1|0

Indian Head|Quarter Eagle|1928||1|0

Indian Head|Quarter Eagle|1929||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1854||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1855||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1856||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1857||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1858||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1859||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1860||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1861||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1862||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1863||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1864||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1865||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1866||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1867||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1868||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1869||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1870||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1871||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1872||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1873||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1874||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1875||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1876||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1877||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1878||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1879||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1880||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1881||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1882||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1883||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1884||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1885||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1886||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1887||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1888||1|0

Three-Dollar Gold Piece|Three-Dollar Gold Piece|1889||1|0

Stella|Four-Dollar Gold Piece|1879||1|0

Stella|Four-Dollar Gold Piece|1880||1|0

Capped Bust To Right|Half Eagle|1795|Small Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1796|Small Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1797|Small Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1798|Small Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1795|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1797|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1798|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1799|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1800|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1802|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1803|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1804|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1805|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1806|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Half Eagle|1807|Heraldic Eagle Reverse|1|0

Capped Bust To Left|Half Eagle|1807||1|0

Capped Bust To Left|Half Eagle|1808||1|0

Capped Bust To Left|Half Eagle|1809||1|0

Capped Bust To Left|Half Eagle|1810||1|0

Capped Bust To Left|Half Eagle|1811||1|0

Capped Bust To Left|Half Eagle|1812||1|0

Capped Head To Left|Half Eagle|1813|Large Diameter|1|0

Capped Head To Left|Half Eagle|1814|Large Diameter|1|0

Capped Head To Left|Half Eagle|1815|Large Diameter|1|0

Capped Head To Left|Half Eagle|1818|Large Diameter|1|0

Capped Head To Left|Half Eagle|1819|Large Diameter|1|0

Capped Head To Left|Half Eagle|1820|Large Diameter|1|0

Capped Head To Left|Half Eagle|1821|Large Diameter|1|0

Capped Head To Left|Half Eagle|1822|Large Diameter|1|0

Capped Head To Left|Half Eagle|1823|Large Diameter|1|0

Capped Head To Left|Half Eagle|1824|Large Diameter|1|0

Capped Head To Left|Half Eagle|1825|Large Diameter|1|0

Capped Head To Left|Half Eagle|1826|Large Diameter|1|0

Capped Head To Left|Half Eagle|1827|Large Diameter|1|0

Capped Head To Left|Half Eagle|1828|Large Diameter|1|0

Capped Head To Left|Half Eagle|1829|Large Diameter|1|0

Capped Head To Left|Half Eagle|1829|Reduced Diameter|1|0

Capped Head To Left|Half Eagle|1830|Reduced Diameter|1|0

Capped Head To Left|Half Eagle|1831|Reduced Diameter|1|0

Capped Head To Left|Half Eagle|1832|Reduced Diameter|1|0

Capped Head To Left|Half Eagle|1833|Reduced Diameter|1|0

Capped Head To Left|Half Eagle|1834|Reduced Diameter|1|0

Classic Head|Half Eagle|1834||1|0

Classic Head|Half Eagle|1835||1|0

Classic Head|Half Eagle|1836||1|0

Classic Head|Half Eagle|1837||1|0

Classic Head|Half Eagle|1838||1|0

Liberty Head|Half Eagle|1839|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1840|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1841|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1842|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1843|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1844|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1845|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1846|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1847|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1848|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1849|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1850|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1851|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1852|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1853|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1854|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1855|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1856|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1857|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1858|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1859|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1860|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1861|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1862|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1863|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1864|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1865|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1866|Variety 1 - No Motto Above Eagle|1|0

Liberty Head|Half Eagle|1866|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1867|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1868|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1869|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1870|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1871|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1872|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1873|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1874|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1875|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1876|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1877|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1878|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1879|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1880|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1881|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1882|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1883|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1884|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1885|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1886|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1887|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1888|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1889|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1890|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1891|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1892|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1893|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1894|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1895|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1896|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1897|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1898|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1899|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1900|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1901|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1902|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1903|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1904|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1905|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1906|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1907|Variety 2 - Motto Above Eagle|1|0

Liberty Head|Half Eagle|1908|Variety 2 - Motto Above Eagle|1|0

Indian Head|Half Eagle|1908||1|0

Indian Head|Half Eagle|1909||1|0

Indian Head|Half Eagle|1910||1|0

Indian Head|Half Eagle|1911||1|0

Indian Head|Half Eagle|1912||1|0

Indian Head|Half Eagle|1913||1|0

Indian Head|Half Eagle|1914||1|0

Indian Head|Half Eagle|1915||1|0

Indian Head|Half Eagle|1916||1|0

Indian Head|Half Eagle|1929||1|0

Capped Bust To Right|Eagle|1795|Small Eagle Reverse|1|0

Capped Bust To Right|Eagle|1796|Small Eagle Reverse|1|0

Capped Bust To Right|Eagle|1797|Small Eagle Reverse|1|0

Capped Bust To Right|Eagle|1797|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Eagle|1798|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Eagle|1799|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Eagle|1800|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Eagle|1801|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Eagle|1803|Heraldic Eagle Reverse|1|0

Capped Bust To Right|Eagle|1804|Heraldic Eagle Reverse|1|0

Liberty Head, No Motto Above Eagle|Eagle|1838||1|0

Liberty Head, No Motto Above Eagle|Eagle|1839||1|0

Liberty Head, No Motto Above Eagle|Eagle|1840||1|0

Liberty Head, No Motto Above Eagle|Eagle|1841||1|0

Liberty Head, No Motto Above Eagle|Eagle|1842||1|0

Liberty Head, No Motto Above Eagle|Eagle|1843||1|0

Liberty Head, No Motto Above Eagle|Eagle|1844||1|0

Liberty Head, No Motto Above Eagle|Eagle|1845||1|0

Liberty Head, No Motto Above Eagle|Eagle|1846||1|0

Liberty Head, No Motto Above Eagle|Eagle|1847||1|0

Liberty Head, No Motto Above Eagle|Eagle|1848||1|0

Liberty Head, No Motto Above Eagle|Eagle|1849||1|0

Liberty Head, No Motto Above Eagle|Eagle|1850||1|0

Liberty Head, No Motto Above Eagle|Eagle|1851||1|0

Liberty Head, No Motto Above Eagle|Eagle|1852||1|0

Liberty Head, No Motto Above Eagle|Eagle|1853||1|0

Liberty Head, No Motto Above Eagle|Eagle|1854||1|0

Liberty Head, No Motto Above Eagle|Eagle|1855||1|0

Liberty Head, No Motto Above Eagle|Eagle|1856||1|0

Liberty Head, No Motto Above Eagle|Eagle|1857||1|0

Liberty Head, No Motto Above Eagle|Eagle|1858||1|0

Liberty Head, No Motto Above Eagle|Eagle|1859||1|0

Liberty Head, No Motto Above Eagle|Eagle|1860||1|0

Liberty Head, No Motto Above Eagle|Eagle|1861||1|0

Liberty Head, No Motto Above Eagle|Eagle|1862||1|0

Liberty Head, No Motto Above Eagle|Eagle|1863||1|0

Liberty Head, No Motto Above Eagle|Eagle|1864||1|0

Liberty Head, No Motto Above Eagle|Eagle|1865||1|0

Liberty Head, No Motto Above Eagle|Eagle|1866||1|0

Liberty Head, Motto Above Eagle|Eagle|1866||1|0

Liberty Head, Motto Above Eagle|Eagle|1867||1|0

Liberty Head, Motto Above Eagle|Eagle|1868||1|0

Liberty Head, Motto Above Eagle|Eagle|1869||1|0

Liberty Head, Motto Above Eagle|Eagle|1870||1|0

Liberty Head, Motto Above Eagle|Eagle|1871||1|0

Liberty Head, Motto Above Eagle|Eagle|1872||1|0

Liberty Head, Motto Above Eagle|Eagle|1873||1|0

Liberty Head, Motto Above Eagle|Eagle|1874||1|0

Liberty Head, Motto Above Eagle|Eagle|1875||1|0

Liberty Head, Motto Above Eagle|Eagle|1876||1|0

Liberty Head, Motto Above Eagle|Eagle|1877||1|0

Liberty Head, Motto Above Eagle|Eagle|1878||1|0

Liberty Head, Motto Above Eagle|Eagle|1879||1|0

Liberty Head, Motto Above Eagle|Eagle|1880||1|0

Liberty Head, Motto Above Eagle|Eagle|1881||1|0

Liberty Head, Motto Above Eagle|Eagle|1882||1|0

Liberty Head, Motto Above Eagle|Eagle|1883||1|0

Liberty Head, Motto Above Eagle|Eagle|1884||1|0

Liberty Head, Motto Above Eagle|Eagle|1885||1|0

Liberty Head, Motto Above Eagle|Eagle|1886||1|0

Liberty Head, Motto Above Eagle|Eagle|1887||1|0

Liberty Head, Motto Above Eagle|Eagle|1888||1|0

Liberty Head, Motto Above Eagle|Eagle|1889||1|0

Liberty Head, Motto Above Eagle|Eagle|1890||1|0

Liberty Head, Motto Above Eagle|Eagle|1891||1|0

Liberty Head, Motto Above Eagle|Eagle|1892||1|0

Liberty Head, Motto Above Eagle|Eagle|1893||1|0

Liberty Head, Motto Above Eagle|Eagle|1894||1|0

Liberty Head, Motto Above Eagle|Eagle|1895||1|0

Liberty Head, Motto Above Eagle|Eagle|1896||1|0

Liberty Head, Motto Above Eagle|Eagle|1897||1|0

Liberty Head, Motto Above Eagle|Eagle|1898||1|0

Liberty Head, Motto Above Eagle|Eagle|1899||1|0

Liberty Head, Motto Above Eagle|Eagle|1900||1|0

Liberty Head, Motto Above Eagle|Eagle|1901||1|0

Liberty Head, Motto Above Eagle|Eagle|1902||1|0

Liberty Head, Motto Above Eagle|Eagle|1903||1|0

Liberty Head, Motto Above Eagle|Eagle|1904||1|0

Liberty Head, Motto Above Eagle|Eagle|1905||1|0

Liberty Head, Motto Above Eagle|Eagle|1906||1|0

Liberty Head, Motto Above Eagle|Eagle|1907||1|0

Indian Head|Eagle|1907|Variety 1 - No Motto|1|0

Indian Head|Eagle|1908|Variety 1 - No Motto|1|0

Indian Head|Eagle|1908|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1909|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1910|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1911|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1912|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1913|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1914|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1915|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1916|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1920|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1926|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1930|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1932|Variety 2 - Motto on Reverse|1|0

Indian Head|Eagle|1933|Variety 2 - Motto on Reverse|1|0

Liberty Head|Double Eagle|1849|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1850|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1851|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1852|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1853|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1854|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1855|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1856|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1857|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1858|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1859|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1860|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1861|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1862|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1863|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1864|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1865|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1866|Without Motto on Reverse|1|0

Liberty Head|Double Eagle|1866|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1867|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1868|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1869|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1870|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1871|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1872|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1873|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1874|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1875|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1876|Motto Above Eagle - Value TWENTY D|1|0

Liberty Head|Double Eagle|1877|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1878|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1879|Motto Above Eagle - Value TWENTY DOLLARS|1|0

